"","slope","season","species","range_min","range_max","range_mean","range_sd","temp_mean","temp_sd"
"Pastor roseus","Southern_Ghats_East","winter","Pastor roseus",0,1000,280.594658987266,488.10051653903,26.3913664271752,3.03226580577691
"Pavo cristatus4","Southern_Ghats_East","winter","Pavo cristatus",0,2400,651.964380570925,692.418720806985,24.1102438449166,4.4467695275116
"Pellorneum ruficeps2","Southern_Ghats_East","winter","Pellorneum ruficeps",200,1800,1068.82899540883,441.897632296284,21.3900304187744,2.95206410678158
"Perdicula erythrorhyncha","Southern_Ghats_East","winter","Perdicula erythrorhyncha",1000,2200,1755.26780952566,400.112874807233,16.9591140876978,2.57702789117428
"Pericrocotus cinnamomeus2","Southern_Ghats_East","winter","Pericrocotus cinnamomeus",200,2200,802.176924357198,513.292367877958,23.1917870039773,3.40759940221528
"Pericrocotus flammeus2","Southern_Ghats_East","winter","Pericrocotus flammeus",400,2400,1134.4346463655,581.698183254658,20.9803021729007,3.80175937986808
"Pernis ptilorhynchus4","Southern_Ghats_East","winter","Pernis ptilorhynchus",0,2400,1397.84101142797,859.946093663783,19.2793239197712,5.54976275080367
"Phaenicophaeus viridirostris2","Southern_Ghats_East","winter","Phaenicophaeus viridirostris",0,1400,544.263960781547,359.900491308872,24.8519647386016,2.29172909352782
"Phylloscopus magnirostris","Southern_Ghats_East","winter","Phylloscopus magnirostris",200,2600,1641.73811389737,626.124675874447,17.7120248272702,4.00356805616904
"Phylloscopus nitidus","Southern_Ghats_East","winter","Phylloscopus nitidus",200,2600,1317.25882559696,667.563874484182,19.8278176315739,4.2309260091942
"Phylloscopus occipitalis2","Southern_Ghats_East","winter","Phylloscopus occipitalis",600,2400,1424.59206344681,617.818844284996,19.0903853785171,3.99341499171072
"Phylloscopus trochiloides2","Southern_Ghats_East","winter","Phylloscopus trochiloides",200,2400,1416.53579710172,583.805900830568,19.1487070322219,3.78778679891
"Picus chlorolophus2","Southern_Ghats_East","winter","Picus chlorolophus",400,2200,1084.5715979988,532.168196930729,21.2865214530112,3.52552082875145
"Picus xanthopygaeus2","Southern_Ghats_East","winter","Picus xanthopygaeus",400,2400,1597.30888787935,648.541359934968,17.9810954143366,4.20679176497048
"Pitta brachyura","Southern_Ghats_East","winter","Pitta brachyura",0,2000,736.247178458444,445.283290871733,23.601214078446,2.92272404604228
"Ploceus philippinus2","Southern_Ghats_East","winter","Ploceus philippinus",0,1200,216.561463005632,283.022423540298,26.7947685955491,1.68312586094089
"Pomatorhinus horsfieldii2","Southern_Ghats_East","winter","Pomatorhinus horsfieldii",400,2400,1505.97528167726,494.858182682613,18.5453706733614,3.17382308277231
"Prinia hodgsonii3","Southern_Ghats_East","winter","Prinia hodgsonii",200,1800,902.62854739504,428.664762856868,22.4951991386385,2.85587204057127
"Prinia inornata4","Southern_Ghats_East","winter","Prinia inornata",0,2400,614.696814532174,742.406224503904,24.351945748306,4.77444488562673
"Prinia socialis3","Southern_Ghats_East","winter","Prinia socialis",0,2400,709.195245725452,926.621311561183,23.7473680690023,5.99262926420295
"Prinia sylvatica1","Southern_Ghats_East","winter","Prinia sylvatica",0,1600,570.754077519793,367.573628436224,24.6826878257267,2.41385850148329
"Pseudibis papillosa1","Southern_Ghats_East","winter","Pseudibis papillosa",0,400,121.174291806275,189.11674076809,27.2722039580989,0.822953014653119
"Psilopogon haemacephalus2","Southern_Ghats_East","winter","Psilopogon haemacephalus",0,1600,692.791481923835,449.880410946323,23.8697058621607,2.9460612602694
"Psilopogon malabaricus2","Southern_Ghats_East","winter","Psilopogon malabaricus",600,1800,1096.6843274721,307.260413722616,21.1633204940135,2.00994021221339
"Psilopogon viridis2","Southern_Ghats_East","winter","Psilopogon viridis",400,2400,1319.1802659997,517.157380709646,19.7606399204072,3.36269803288595
"Psilopogon zeylanicus2","Southern_Ghats_East","winter","Psilopogon zeylanicus",200,1000,698.074090168051,386.485972052156,23.8784867779427,2.56660778872863
"Psittacula columboides2","Southern_Ghats_East","winter","Psittacula columboides",400,2200,1038.25499019707,411.759854119746,21.5766069131533,2.72939231150774
"Psittacula cyanocephala3","Southern_Ghats_East","winter","Psittacula cyanocephala",400,2200,933.415250723193,456.160003456553,22.2797994112266,3.00835212951782
"Psittacula krameri11","Southern_Ghats_East","winter","Psittacula krameri",0,800,270.278536924726,286.334390082899,26.5054444257183,1.68625890747078
"Pterorhinus delesserti","Southern_Ghats_East","winter","Pterorhinus delesserti",800,2200,1330.57945783872,447.710061289901,19.6393268573793,2.87634296888568
"Ptyonoprogne concolor2","Southern_Ghats_East","winter","Ptyonoprogne concolor",0,2000,1183.87201320904,562.493518701546,20.6419707322657,3.58444579212757
"Pycnonotus cafer3","Southern_Ghats_East","winter","Pycnonotus cafer",0,2400,773.912773305547,680.747811817344,23.3083609868481,4.38331375810774
"Pycnonotus jocosus2","Southern_Ghats_East","winter","Pycnonotus jocosus",200,2600,1534.82683098178,676.63987649334,18.4217231539439,4.34015645389143
"Pycnonotus luteolus2","Southern_Ghats_East","winter","Pycnonotus luteolus",0,2600,771.265127412082,781.679665169892,23.4671698894593,4.98182779035463
"Pycnonotus xantholaemus","Southern_Ghats_East","winter","Pycnonotus xantholaemus",600,1400,842.850572897643,368.954851391314,22.879919557242,2.5019985650913
"Rhipidura aureola","Southern_Ghats_East","winter","Rhipidura aureola",400,1800,789.966958804649,443.220774025079,23.2796544623647,2.97541881748003
"Rubigula gularis2","Southern_Ghats_East","winter","Rubigula gularis",400,2200,1019.62662397592,506.284152602769,21.72079288995,3.34798619754674
"Saxicola caprata3","Southern_Ghats_East","winter","Saxicola caprata",0,2600,1728.91941975479,872.144772235559,17.2227513088421,5.57973503468799
"Sitta frontalis2","Southern_Ghats_East","winter","Sitta frontalis",600,2400,1686.54694612024,504.039300312293,17.3814030259538,3.22360202116954
"Spilornis cheela4","Southern_Ghats_East","winter","Spilornis cheela",200,2200,1106.72371147575,620.297389274489,21.1773688292828,4.07719878448287
"Streptopelia tranquebarica3","Southern_Ghats_East","winter","Streptopelia tranquebarica",0,400,114.054536661583,192.844737205047,27.3031860062038,0.839175618183345
"Strix leptogrammica","Southern_Ghats_East","winter","Strix leptogrammica",200,2000,1518.51961589076,358.120914517191,18.4642049036747,2.27892596941427
"Sturnia malabarica3","Southern_Ghats_East","winter","Sturnia malabarica",0,1600,576.917963100699,430.782276475764,24.5833209055229,2.74312602283676
"Sturnia pagodarum2","Southern_Ghats_East","winter","Sturnia pagodarum",0,2200,448.289581006601,940.193658010216,25.2992798827518,6.01079117908882
"Tephrodornis pondicerianus2","Southern_Ghats_East","winter","Tephrodornis pondicerianus",0,1600,648.241980191703,398.221587237668,24.1958144267763,2.61974867301438
"Tephrodornis sylvicola2","Southern_Ghats_East","winter","Tephrodornis sylvicola",400,1600,934.949216864198,343.657514611587,22.2585342382036,2.3239532827279
"Terpsiphone paradisi2","Southern_Ghats_East","winter","Terpsiphone paradisi",0,2400,778.345946657323,642.010898848113,23.3060971004994,4.16076392426681
"Treron affinis2","Southern_Ghats_East","winter","Treron affinis",400,2200,1042.94818099684,453.193900540148,21.541615093681,2.99907444688661
"Turdus simillimus2","Southern_Ghats_East","winter","Turdus simillimus",600,2600,1908.03470040889,509.873607860834,16.0467037464351,3.16479548056973
"Upupa epops31","Southern_Ghats_East","winter","Upupa epops",0,2200,1198.43679947243,946.846800671854,20.5648453130815,6.14065696762352
"Vanellus malabaricus2","Southern_Ghats_East","winter","Vanellus malabaricus",0,400,160.054045461771,167.299703848052,27.1030163422918,0.728014849839031
"Yungipicus nanus2","Southern_Ghats_East","winter","Yungipicus nanus",400,1800,855.898053477813,455.1035615966,22.8231591947051,3.02952825707926
"Zosterops palpebrosus3","Southern_Ghats_East","winter","Zosterops palpebrosus",600,2400,1727.75956482727,500.131314706772,17.135632576131,3.21926553006839
"Accipiter badius11","Southern_Ghats_West","winter","Accipiter badius",0,1800,637.784209971066,600.443718041914,24.1209375799993,3.71265676971193
"Accipiter trivirgatus11","Southern_Ghats_West","winter","Accipiter trivirgatus",0,2000,1071.09282064277,797.907052188846,21.4101958866719,4.98104882799005
"Accipiter virgatus11","Southern_Ghats_West","winter","Accipiter virgatus",0,1800,1136.66749857521,544.434143246109,21.0130276778167,3.44494262345248
"Acridotheres fuscus11","Southern_Ghats_West","winter","Acridotheres fuscus",0,2000,1183.86384354945,508.268298752165,20.6816189721163,3.19158659731018
"Aegithina tiphia11","Southern_Ghats_West","winter","Aegithina tiphia",0,2000,683.511239276104,497.079190516046,23.8776827846671,3.10902683581101
"Aerodramus unicolor11","Southern_Ghats_West","winter","Aerodramus unicolor",0,2200,1203.77307401003,682.158631467164,20.5453025468106,4.34164926781463
"Alauda gulgula3","Southern_Ghats_West","winter","Alauda gulgula",1000,2000,1546.15670716359,616.337801463241,18.380846931514,3.90099099637178
"Alcippe poioicephala11","Southern_Ghats_West","winter","Alcippe poioicephala",0,2400,1460.44301273624,697.183937113428,18.9149054443462,4.46885162961578
"Anthracoceros coronatus","Southern_Ghats_West","winter","Anthracoceros coronatus",0,1000,322.833309053292,323.093180478535,26.1047678400605,1.91159345354078
"Anthus nilghiriensis","Southern_Ghats_West","winter","Anthus nilghiriensis",1600,2400,2103.43433898313,245.853667464721,14.7935688365589,1.60743573880495
"Anthus rufulus11","Southern_Ghats_West","winter","Anthus rufulus",0,1800,940.296786869572,502.706174810723,22.214607996599,3.15064893698421
"Anthus similis","Southern_Ghats_West","winter","Anthus similis",600,2000,1050.89077618348,868.889301143492,21.5525202244432,5.5296822666348
"Apus leuconyx","Southern_Ghats_West","winter","Apus leuconyx",0,2000,1504.06949190035,854.229555270247,18.6354949379471,5.36495070505982
"Aquila fasciata2","Southern_Ghats_West","winter","Aquila fasciata",1400,2200,1860.96720682284,606.135948817703,16.3211996093777,3.93222803428168
"Arachnothera longirostra1","Southern_Ghats_West","winter","Arachnothera longirostra",0,1800,880.136059021733,495.090078016726,22.6253062194268,3.137064024854
"Argya affinis11","Southern_Ghats_West","winter","Argya affinis",0,1000,417.379433430378,331.720361319834,25.5535480485288,1.97685304195244
"Argya striata11","Southern_Ghats_West","winter","Argya striata",0,2000,587.616191600823,532.021320880615,24.4376545335903,3.28143484395122
"Argya subrufa11","Southern_Ghats_West","winter","Argya subrufa",0,2000,989.951894515742,422.559083565479,21.938207234788,2.71290966969451
"Artamus fuscus11","Southern_Ghats_West","winter","Artamus fuscus",0,1200,378.662485554025,477.266862662926,25.6956966204552,2.8868405079384
"Arundinax aedon","Southern_Ghats_West","winter","Arundinax aedon",0,2000,1115.33604238881,542.259836007751,21.1250098032287,3.46299590386957
"Aviceda leuphotes","Southern_Ghats_West","winter","Aviceda leuphotes",0,1600,518.667244529028,517.97088901091,24.8244676222031,3.14226393268221
"Batrachostomus moniliger1","Southern_Ghats_West","winter","Batrachostomus moniliger",0,1200,342.757969488054,450.019358983856,25.9050162854413,2.67749643487741
"Buteo buteo6","Southern_Ghats_West","winter","Buteo buteo",1800,2400,2197.85453447578,621.605527774436,14.1991026955042,3.99977187468874
"Cacomantis passerinus1","Southern_Ghats_West","winter","Cacomantis passerinus",0,2000,1173.57798349239,784.523214636412,20.7347990261625,4.97671922082354
"Cacomantis sonneratii","Southern_Ghats_West","winter","Cacomantis sonneratii",0,1200,424.226372478415,355.67220391443,25.4864958172016,2.14843200814095
"Caprimulgus affinis3","Southern_Ghats_West","winter","Caprimulgus affinis",0,1000,494.333009925188,424.117639715193,25.0243243655036,2.56026428156993
"Caprimulgus asiaticus","Southern_Ghats_West","winter","Caprimulgus asiaticus",0,800,375.41168938639,269.767441518009,25.7893703162159,1.54292312308467
"Caprimulgus atripennis","Southern_Ghats_West","winter","Caprimulgus atripennis",0,1800,545.549610369362,552.281070778298,24.6964343379955,3.37243198677616
"Caprimulgus indicus","Southern_Ghats_West","winter","Caprimulgus indicus",0,1800,1000.63814155301,611.367627697839,21.8055752001613,3.78949627759302
"Carpodacus erythrinus1","Southern_Ghats_West","winter","Carpodacus erythrinus",600,2200,1689.9404086575,399.416964077372,17.4585992389516,2.57187354076172
"Cecropis daurica11","Southern_Ghats_West","winter","Cecropis daurica",0,2400,1408.43740336722,1059.67265179635,19.2281899400444,6.72458242463804
"Centropus sinensis11","Southern_Ghats_West","winter","Centropus sinensis",0,2200,776.898539207871,721.683848224759,23.2208169545413,4.53286302567837
"Ceyx erithaca","Southern_Ghats_West","winter","Ceyx erithaca",0,400,159.573423856363,167.586739417913,26.9989255379636,0.731969716945465
"Chalcophaps indica11","Southern_Ghats_West","winter","Chalcophaps indica",0,1800,969.559341157164,592.396109621291,22.0633026542711,3.73672240898474
"Chloropsis aurifrons11","Southern_Ghats_West","winter","Chloropsis aurifrons",0,1600,635.296665219927,445.516904569674,24.150470131284,2.76233944645587
"Chloropsis jerdoni11","Southern_Ghats_West","winter","Chloropsis jerdoni",0,1400,544.08324731832,372.693626570932,24.7535760449145,2.299184694066
"Cinnyris asiaticus11","Southern_Ghats_West","winter","Cinnyris asiaticus",0,2000,945.62303318995,553.154443433077,22.2177928676501,3.49603554866183
"Cinnyris lotenius11","Southern_Ghats_West","winter","Cinnyris lotenius",0,2000,540.848851248195,621.302829145558,24.6805447336657,3.82084086266504
"Circus macrourus","Southern_Ghats_West","winter","Circus macrourus",1600,2200,1955.61635498573,716.739593116045,15.7002781030842,4.6638429761101
"Cisticola juncidis51","Southern_Ghats_West","winter","Cisticola juncidis",0,1200,313.89693989115,371.996046095075,26.1033913805637,2.09371460579221
"Clamator coromandus","Southern_Ghats_West","winter","Clamator coromandus",0,1800,1351.71742207479,577.495949576872,19.6064326014301,3.58906509902929
"Clamator jacobinus1","Southern_Ghats_West","winter","Clamator jacobinus",0,1600,838.972331262764,588.51626111833,22.8649283241799,3.72036488911513
"Columba elphinstonii1","Southern_Ghats_West","winter","Columba elphinstonii",600,2200,1706.13963367668,433.392866575503,17.3341398013003,2.78238457295938
"Copsychus fulicatus11","Southern_Ghats_West","winter","Copsychus fulicatus",0,1600,527.150988801988,403.000241953915,24.8913249434492,2.51633786492344
"Copsychus malabaricus11","Southern_Ghats_West","winter","Copsychus malabaricus",0,1600,638.533319370501,550.001183527353,24.1706529176618,3.51181810411877
"Copsychus saularis11","Southern_Ghats_West","winter","Copsychus saularis",0,2000,882.89728468089,612.283238345826,22.5546161271587,3.80159106158065
"Coracina macei1","Southern_Ghats_West","winter","Coracina macei",0,1800,644.146913801307,561.102399058101,24.1243893522384,3.4776625865839
"Corvus macrorhynchos11","Southern_Ghats_West","winter","Corvus macrorhynchos",0,2400,1247.06286042251,787.90230169298,20.2596061155416,5.00319066929095
"Culicicapa ceylonensis11","Southern_Ghats_West","winter","Culicicapa ceylonensis",1000,2400,1932.2650006469,389.473420717833,15.8974366305927,2.50862337575798
"Cyornis pallidipes1","Southern_Ghats_West","winter","Cyornis pallidipes",0,2000,909.341006583434,648.759320095407,22.4215755735767,4.06649057083205
"Cyornis rubeculoides1","Southern_Ghats_West","winter","Cyornis rubeculoides",0,1200,444.681207894072,506.133051703537,25.2842109033489,3.06681426517056
"Cyornis tickelliae11","Southern_Ghats_West","winter","Cyornis tickelliae",0,2000,573.788631040665,518.570029250843,24.5324638877985,3.2103911783177
"Dendrocitta leucogastra1","Southern_Ghats_West","winter","Dendrocitta leucogastra",0,1600,741.385090754668,400.084343268245,23.5220655070119,2.52258846315573
"Dendrocitta vagabunda11","Southern_Ghats_West","winter","Dendrocitta vagabunda",0,1800,418.153569552804,524.817524828724,25.4602881112274,3.19190432869227
